discipline_title,event_title,slug_game,participant_type,medal_type,rank_position,country_name,country_code,NOC,Medal,Year
Cycling Track,12-hour race men,athens-1896,Athlete,SILVER,2,Great Britain,GB,GBR,1,1896
Cycling Track,100km men,athens-1896,Athlete,GOLD,1,France,FR,FRA,1,1896
Cycling Track,100km men,athens-1896,Athlete,SILVER,2,Greece,GR,GRE,1,1896
Cycling Track,Sprint individual men,athens-1896,Athlete,GOLD,1,France,FR,FRA,1,1896
Cycling Track,Sprint individual men,athens-1896,Athlete,SILVER,2,Greece,GR,GRE,1,1896
Cycling Track,Sprint individual men,athens-1896,Athlete,BRONZE,3,France,FR,FRA,1,1896
Cycling Track,1km time trial men,athens-1896,Athlete,GOLD,1,France,FR,FRA,1,1896
Cycling Track,1km time trial men,athens-1896,Athlete,SILVER,2,Greece,GR,GRE,1,1896
Cycling Track,1km time trial men,athens-1896,Athlete,BRONZE,3,Austria,AT,AUT,1,1896
Cycling Road,individual road race men,athens-1896,Athlete,GOLD,1,Greece,GR,GRE,1,1896
Cycling Road,individual road race men,athens-1896,Athlete,SILVER,2,Germany,DE,GER,1,1896
Cycling Road,individual road race men,athens-1896,Athlete,BRONZE,3,Great Britain,GB,GBR,1,1896
Swimming,400m freestyle men,athens-1896,Athlete,GOLD,1,Austria,AT,AUT,1,1896
Swimming,400m freestyle men,athens-1896,Athlete,SILVER,2,Greece,GR,GRE,1,1896
Swimming,400m freestyle men,athens-1896,Athlete,BRONZE,3,Greece,GR,GRE,1,1896
Swimming,1200m freestyle men,athens-1896,Athlete,GOLD,1,Hungary,HU,HUN,1,1896
Swimming,1200m freestyle men,athens-1896,Athlete,SILVER,2,Greece,GR,GRE,1,1896
Swimming,100m freestyle men,athens-1896,Athlete,GOLD,1,Hungary,HU,HUN,1,1896
Swimming,100m freestyle men,athens-1896,Athlete,SILVER,2,Austria,AT,AUT,1,1896
Swimming,100m freestyle for sailors men,athens-1896,Athlete,GOLD,1,Greece,GR,GRE,1,1896
Swimming,100m freestyle for sailors men,athens-1896,Athlete,SILVER,2,Greece,GR,GRE,1,1896
Swimming,100m freestyle for sailors men,athens-1896,Athlete,BRONZE,3,Greece,GR,GRE,1,1896
Shooting,25m army pistol men,athens-1896,Athlete,GOLD,1,United States of America,US,USA,1,1896
Shooting,25m army pistol men,athens-1896,Athlete,SILVER,2,United States of America,US,USA,1,1896
Shooting,25m army pistol men,athens-1896,Athlete,BRONZE,3,Greece,GR,GRE,1,1896
Shooting,army rifle 200m men,athens-1896,Athlete,GOLD,1,Greece,GR,GRE,1,1896
Shooting,army rifle 200m men,athens-1896,Athlete,SILVER,2,Greece,GR,GRE,1,1896
Shooting,army rifle 200m men,athens-1896,Athlete,BRONZE,3,Greece,GR,GRE,1,1896
Shooting,army rifle 300m men,athens-1896,Athlete,GOLD,1,Greece,GR,GRE,1,1896
Shooting,army rifle 300m men,athens-1896,Athlete,SILVER,2,Greece,GR,GRE,1,1896
Shooting,army rifle 300m men,athens-1896,Athlete,BRONZE,3,Denmark,DK,DEN,1,1896
Shooting,50m pistol 60 shots men,athens-1896,Athlete,GOLD,1,United States of America,US,USA,1,1896
Shooting,50m pistol 60 shots men,athens-1896,Athlete,SILVER,2,Denmark,DK,DEN,1,1896
Shooting,50m pistol 60 shots men,athens-1896,Athlete,BRONZE,3,Greece,GR,GRE,1,1896
Shooting,25m rapid fire pistol 60 shots men,athens-1896,Athlete,GOLD,1,Greece,GR,GRE,1,1896
Shooting,25m rapid fire pistol 60 shots men,athens-1896,Athlete,SILVER,2,Greece,GR,GRE,1,1896
Shooting,25m rapid fire pistol 60 shots men,athens-1896,Athlete,BRONZE,3,Denmark,DK,DEN,1,1896
Tennis,Singles men,athens-1896,Athlete,GOLD,1,Great Britain,GB,GBR,1,1896
Tennis,Singles men,athens-1896,Athlete,SILVER,2,Greece,GR,GRE,1,1896
Tennis,Singles men,athens-1896,Athlete,BRONZE,3,Hungary,HU,HUN,1,1896
Tennis,Singles men,athens-1896,Athlete,BRONZE,3,Greece,GR,GRE,1,1896
Tennis,doubles men,athens-1896,GameTeam,GOLD,1,MIX,,MIX,1,1896
Tennis,doubles men,athens-1896,GameTeam,SILVER,2,Greece,GR,GRE,1,1896
Tennis,doubles men,athens-1896,GameTeam,BRONZE,3,MIX,,MIX,1,1896
Wrestling,"Unlimited Class, Greco-Roman Men",athens-1896,Athlete,GOLD,1,Germany,DE,GER,1,1896
Wrestling,"Unlimited Class, Greco-Roman Men",athens-1896,Athlete,SILVER,2,Greece,GR,GRE,1,1896
Wrestling,"Unlimited Class, Greco-Roman Men",athens-1896,Athlete,BRONZE,3,Greece,GR,GRE,1,1896
Weightlifting,heavyweight - one hand lift men,athens-1896,Athlete,GOLD,1,Great Britain,GB,GBR,1,1896
Weightlifting,heavyweight - one hand lift men,athens-1896,Athlete,SILVER,2,Denmark,DK,DEN,1,1896
Weightlifting,heavyweight - one hand lift men,athens-1896,Athlete,BRONZE,3,Greece,GR,GRE,1,1896
Weightlifting,heavyweight - two hand lift men,athens-1896,Athlete,GOLD,1,Denmark,DK,DEN,1,1896
Weightlifting,heavyweight - two hand lift men,athens-1896,Athlete,SILVER,2,Great Britain,GB,GBR,1,1896
Weightlifting,heavyweight - two hand lift men,athens-1896,Athlete,BRONZE,3,Greece,GR,GRE,1,1896
Fencing,foil masters men,paris-1900,Athlete,GOLD,1,France,FR,FRA,1,1900
Fencing,foil masters men,paris-1900,Athlete,SILVER,2,France,FR,FRA,1,1900
Fencing,foil masters men,paris-1900,Athlete,BRONZE,3,France,FR,FRA,1,1900
Fencing,sabre individual men,paris-1900,Athlete,GOLD,1,France,FR,FRA,1,1900
Fencing,sabre individual men,paris-1900,Athlete,SILVER,2,France,FR,FRA,1,1900
Fencing,sabre individual men,paris-1900,Athlete,BRONZE,3,Austria,AT,AUT,1,1900
Fencing,foil individual men,paris-1900,Athlete,GOLD,1,France,FR,FRA,1,1900
Fencing,foil individual men,paris-1900,Athlete,SILVER,2,France,FR,FRA,1,1900
Fencing,foil individual men,paris-1900,Athlete,BRONZE,3,France,FR,FRA,1,1900
Fencing,pe masters men,paris-1900,Athlete,GOLD,1,France,FR,FRA,1,1900
Fencing,pe masters men,paris-1900,Athlete,SILVER,2,France,FR,FRA,1,1900
Fencing,pe masters men,paris-1900,Athlete,BRONZE,3,France,FR,FRA,1,1900
Fencing,épée individual men,paris-1900,Athlete,GOLD,1,Cuba,CU,CUB,1,1900
Fencing,épée individual men,paris-1900,Athlete,SILVER,2,France,FR,FRA,1,1900
Fencing,épée individual men,paris-1900,Athlete,BRONZE,3,France,FR,FRA,1,1900
Fencing,sabre masters men,paris-1900,Athlete,GOLD,1,Italy,IT,ITA,1,1900
Fencing,sabre masters men,paris-1900,Athlete,SILVER,2,Italy,IT,ITA,1,1900
Fencing,sabre masters men,paris-1900,Athlete,BRONZE,3,Austria,AT,AUT,1,1900
Fencing,pe amateurs and masters men,paris-1900,Athlete,GOLD,1,France,FR,FRA,1,1900
Fencing,pe amateurs and masters men,paris-1900,Athlete,SILVER,2,Cuba,CU,CUB,1,1900
Fencing,pe amateurs and masters men,paris-1900,Athlete,BRONZE,3,France,FR,FRA,1,1900
Cycling Track,25 kilometres men,paris-1900,Athlete,GOLD,1,France,FR,FRA,1,1900
Cycling Track,25 kilometres men,paris-1900,Athlete,SILVER,2,Great Britain,GB,GBR,1,1900
Cycling Track,25 kilometres men,paris-1900,Athlete,BRONZE,3,France,FR,FRA,1,1900
Cycling Track,Sprint individual men,paris-1900,Athlete,GOLD,1,France,FR,FRA,1,1900
Cycling Track,Sprint individual men,paris-1900,Athlete,SILVER,2,France,FR,FRA,1,1900
Cycling Track,Sprint individual men,paris-1900,Athlete,BRONZE,3,United States of America,US,USA,1,1900
Cycling Track,Course De Primes Men,paris-1900,Athlete,GOLD,1,Italy,IT,ITA,1,1900
Cycling Track,Course De Primes Men,paris-1900,Athlete,SILVER,2,Germany,DE,GER,1,1900
Cycling Track,Course De Primes Men,paris-1900,Athlete,BRONZE,3,France,FR,FRA,1,1900
Tug of War,tug of war men,paris-1900,GameTeam,GOLD,1,MIX,,MIX,1,1900
Tug of War,tug of war men,paris-1900,GameTeam,SILVER,2,MIX,,MIX,1,1900
Football,football men,paris-1900,GameTeam,GOLD,1,Great Britain,GB,GBR,1,1900
Football,football men,paris-1900,GameTeam,SILVER,2,France,FR,FRA,1,1900
Football,football men,paris-1900,GameTeam,BRONZE,3,MIX,,MIX,1,1900
Water Polo,water polo men,paris-1900,GameTeam,GOLD,1,MIX,,MIX,1,1900
Water Polo,water polo men,paris-1900,GameTeam,SILVER,2,Belgium,BE,BEL,1,1900
Water Polo,water polo men,paris-1900,GameTeam,BRONZE,3,MIX,,MIX,1,1900
Water Polo,water polo men,paris-1900,GameTeam,BRONZE,3,France,FR,FRA,1,1900
Shooting,free rifle team men,paris-1900,GameTeam,GOLD,1,Switzerland,CH,SUI,1,1900
Shooting,free rifle team men,paris-1900,GameTeam,SILVER,2,Norway,NO,NOR,1,1900
Shooting,free rifle team men,paris-1900,GameTeam,BRONZE,3,France,FR,FRA,1,1900
Shooting,army rifle 300m prone men,paris-1900,Athlete,GOLD,1,France,FR,FRA,1,1900
Shooting,army rifle 300m prone men,paris-1900,Athlete,SILVER,2,Denmark,DK,DEN,1,1900
Shooting,army rifle 300m prone men,paris-1900,Athlete,BRONZE,3,Norway,NO,NOR,1,1900
Shooting,army rifle 300m standing men,paris-1900,Athlete,GOLD,1,Denmark,DK,DEN,1,1900
Shooting,army rifle 300m standing men,paris-1900,Athlete,SILVER,2,Norway,NO,NOR,1,1900
Shooting,army rifle 300m standing men,paris-1900,Athlete,BRONZE,3,Belgium,BE,BEL,1,1900
Shooting,50m pistol 60 shots men,paris-1900,Athlete,GOLD,1,Switzerland,CH,SUI,1,1900
Shooting,50m pistol 60 shots men,paris-1900,Athlete,SILVER,2,France,FR,FRA,1,1900
Shooting,50m pistol 60 shots men,paris-1900,Athlete,BRONZE,3,Switzerland,CH,SUI,1,1900
Shooting,50m army pistol team men,paris-1900,GameTeam,GOLD,1,Switzerland,CH,SUI,1,1900
Shooting,50m army pistol team men,paris-1900,GameTeam,SILVER,2,France,FR,FRA,1,1900
Shooting,50m army pistol team men,paris-1900,GameTeam,BRONZE,3,Netherlands,NL,NED,1,1900
Shooting,trap 125 targets men,paris-1900,Athlete,GOLD,1,France,FR,FRA,1,1900
Shooting,trap 125 targets men,paris-1900,Athlete,SILVER,2,Belgium,BE,BEL,1,1900
Shooting,trap 125 targets men,paris-1900,Athlete,BRONZE,3,France,FR,FRA,1,1900
Shooting,army rifle 300m 3 positions men,paris-1900,Athlete,GOLD,1,Switzerland,CH,SUI,1,1900
Shooting,army rifle 300m 3 positions men,paris-1900,Athlete,SILVER,2,Denmark,DK,DEN,1,1900
Shooting,army rifle 300m 3 positions men,paris-1900,Athlete,BRONZE,3,Norway,NO,NOR,1,1900
Shooting,army rifle 300m 3 positions men,paris-1900,Athlete,BRONZE,3,Belgium,BE,BEL,1,1900
Shooting,army rifle 300m kneeling men,paris-1900,Athlete,GOLD,1,Switzerland,CH,SUI,1,1900
Shooting,army rifle 300m kneeling men,paris-1900,Athlete,SILVER,2,Denmark,DK,DEN,1,1900
Shooting,army rifle 300m kneeling men,paris-1900,Athlete,SILVER,2,Switzerland,CH,SUI,1,1900
Golf,Individual men,paris-1900,Athlete,GOLD,1,United States of America,US,USA,1,1900
Golf,Individual men,paris-1900,Athlete,SILVER,2,Great Britain,GB,GBR,1,1900
Golf,Individual men,paris-1900,Athlete,BRONZE,3,Great Britain,GB,GBR,1,1900
Golf,Individual women,paris-1900,Athlete,GOLD,1,United States of America,US,USA,1,1900
Golf,Individual women,paris-1900,Athlete,SILVER,2,United States of America,US,USA,1,1900
Golf,Individual women,paris-1900,Athlete,BRONZE,3,United States of America,US,USA,1,1900
Athletics,high jump standing men,paris-1900,Athlete,GOLD,1,United States of America,US,USA,1,1900
Athletics,high jump standing men,paris-1900,Athlete,SILVER,2,United States of America,US,USA,1,1900
Athletics,high jump standing men,paris-1900,Athlete,BRONZE,3,United States of America,US,USA,1,1900
Athletics,marathon men,paris-1900,Athlete,GOLD,1,Luxembourg,LU,LUX,1,1900
Athletics,marathon men,paris-1900,Athlete,SILVER,2,France,FR,FRA,1,1900
Athletics,marathon men,paris-1900,Athlete,BRONZE,3,Sweden,SE,SWE,1,1900
Athletics,pole vault men,paris-1900,Athlete,GOLD,1,United States of America,US,USA,1,1900
Athletics,pole vault men,paris-1900,Athlete,SILVER,2,United States of America,US,USA,1,1900
Athletics,pole vault men,paris-1900,Athlete,BRONZE,3,Norway,NO,NOR,1,1900
Athletics,800m men,paris-1900,Athlete,GOLD,1,Great Britain,GB,GBR,1,1900
Athletics,800m men,paris-1900,Athlete,SILVER,2,United States of America,US,USA,1,1900
Athletics,800m men,paris-1900,Athlete,BRONZE,3,United States of America,US,USA,1,1900
Athletics,triple jump men,paris-1900,Athlete,GOLD,1,United States of America,US,USA,1,1900
Athletics,triple jump men,paris-1900,Athlete,SILVER,2,United States of America,US,USA,1,1900
Athletics,triple jump men,paris-1900,Athlete,BRONZE,3,United States of America,US,USA,1,1900
Athletics,400m men,paris-1900,Athlete,GOLD,1,United States of America,US,USA,1,1900
Athletics,400m men,paris-1900,Athlete,SILVER,2,United States of America,US,USA,1,1900
Athletics,400m men,paris-1900,Athlete,BRONZE,3,Denmark,DK,DEN,1,1900
Athletics,200m hurdles men,paris-1900,Athlete,GOLD,1,United States of America,US,USA,1,1900
Athletics,200m hurdles men,paris-1900,Athlete,SILVER,2,India,IN,IND,1,1900
Athletics,200m hurdles men,paris-1900,Athlete,BRONZE,3,United States of America,US,USA,1,1900
Athletics,400m hurdles men,paris-1900,Athlete,GOLD,1,United States of America,US,USA,1,1900
Athletics,400m hurdles men,paris-1900,Athlete,SILVER,2,France,FR,FRA,1,1900
Athletics,400m hurdles men,paris-1900,Athlete,BRONZE,3,Canada,CA,CAN,1,1900
Athletics,long jump men,paris-1900,Athlete,GOLD,1,United States of America,US,USA,1,1900
Athletics,long jump men,paris-1900,Athlete,SILVER,2,United States of America,US,USA,1,1900
Athletics,long jump men,paris-1900,Athlete,BRONZE,3,Great Britain,GB,GBR,1,1900
Athletics,110m hurdles men,paris-1900,Athlete,GOLD,1,United States of America,US,USA,1,1900
Athletics,110m hurdles men,paris-1900,Athlete,SILVER,2,United States of America,US,USA,1,1900
Athletics,110m hurdles men,paris-1900,Athlete,BRONZE,3,United States of America,US,USA,1,1900
Athletics,1500m men,paris-1900,Athlete,GOLD,1,Great Britain,GB,GBR,1,1900
Athletics,1500m men,paris-1900,Athlete,SILVER,2,France,FR,FRA,1,1900
Athletics,1500m men,paris-1900,Athlete,BRONZE,3,United States of America,US,USA,1,1900
Athletics,3000m steeplechase men,paris-1900,Athlete,GOLD,1,Canada,CA,CAN,1,1900
Athletics,3000m steeplechase men,paris-1900,Athlete,SILVER,2,Great Britain,GB,GBR,1,1900
Athletics,3000m steeplechase men,paris-1900,Athlete,BRONZE,3,France,FR,FRA,1,1900
Athletics,shot put men,paris-1900,Athlete,GOLD,1,United States of America,US,USA,1,1900
Athletics,shot put men,paris-1900,Athlete,SILVER,2,United States of America,US,USA,1,1900
Athletics,shot put men,paris-1900,Athlete,BRONZE,3,United States of America,US,USA,1,1900
Athletics,long jump standing men,paris-1900,Athlete,GOLD,1,United States of America,US,USA,1,1900
Athletics,long jump standing men,paris-1900,Athlete,SILVER,2,United States of America,US,USA,1,1900
Athletics,long jump standing men,paris-1900,Athlete,BRONZE,3,France,FR,FRA,1,1900
Athletics,high jump men,paris-1900,Athlete,GOLD,1,United States of America,US,USA,1,1900
Athletics,high jump men,paris-1900,Athlete,SILVER,2,Great Britain,GB,GBR,1,1900
Athletics,high jump men,paris-1900,Athlete,BRONZE,3,Hungary,HU,HUN,1,1900
Athletics,5000m team men,paris-1900,GameTeam,GOLD,1,MIX,,MIX,1,1900
Athletics,5000m team men,paris-1900,GameTeam,SILVER,2,France,FR,FRA,1,1900
Athletics,4000m steeplechase men,paris-1900,Athlete,GOLD,1,Great Britain,GB,GBR,1,1900
Athletics,4000m steeplechase men,paris-1900,Athlete,SILVER,2,Great Britain,GB,GBR,1,1900
Athletics,4000m steeplechase men,paris-1900,Athlete,BRONZE,3,Great Britain,GB,GBR,1,1900
Athletics,triple jump standing men,paris-1900,Athlete,GOLD,1,United States of America,US,USA,1,1900
Athletics,triple jump standing men,paris-1900,Athlete,SILVER,2,United States of America,US,USA,1,1900
Athletics,triple jump standing men,paris-1900,Athlete,BRONZE,3,United States of America,US,USA,1,1900
Athletics,100m men,paris-1900,Athlete,GOLD,1,United States of America,US,USA,1,1900
Athletics,100m men,paris-1900,Athlete,SILVER,2,United States of America,US,USA,1,1900
Athletics,100m men,paris-1900,Athlete,BRONZE,3,Australia,AU,AUS,1,1900
Athletics,200m men,paris-1900,Athlete,GOLD,1,United States of America,US,USA,1,1900
Athletics,200m men,paris-1900,Athlete,SILVER,2,India,IN,IND,1,1900
Athletics,200m men,paris-1900,Athlete,BRONZE,3,Australia,AU,AUS,1,1900
Athletics,hammer throw men,paris-1900,Athlete,GOLD,1,United States of America,US,USA,1,1900
Athletics,hammer throw men,paris-1900,Athlete,SILVER,2,United States of America,US,USA,1,1900
Athletics,hammer throw men,paris-1900,Athlete,BRONZE,3,United States of America,US,USA,1,1900
Athletics,discus throw men,paris-1900,Athlete,GOLD,1,Hungary,HU,HUN,1,1900
Athletics,discus throw men,paris-1900,Athlete,SILVER,2,Bohemia,,BOH,1,1900
Athletics,discus throw men,paris-1900,Athlete,BRONZE,3,United States of America,US,USA,1,1900
Athletics,60m men,paris-1900,Athlete,GOLD,1,United States of America,US,USA,1,1900
Athletics,60m men,paris-1900,Athlete,SILVER,2,United States of America,US,USA,1,1900
Athletics,60m men,paris-1900,Athlete,BRONZE,3,Australia,AU,AUS,1,1900
Cricket,cricket men,paris-1900,GameTeam,GOLD,1,Great Britain,GB,GBR,1,1900
Cricket,cricket men,paris-1900,GameTeam,SILVER,2,MIX,,MIX,1,1900
Artistic Gymnastics,individual all-round men,paris-1900,Athlete,GOLD,1,France,FR,FRA,1,1900
Artistic Gymnastics,individual all-round men,paris-1900,Athlete,SILVER,2,France,FR,FRA,1,1900
Artistic Gymnastics,individual all-round men,paris-1900,Athlete,BRONZE,3,France,FR,FRA,1,1900
Sailing,0.5-1t mixed,paris-1900,GameTeam,GOLD,1,Great Britain,GB,GBR,1,1900
Sailing,0.5-1t mixed,paris-1900,GameTeam,SILVER,2,France,FR,FRA,1,1900
Sailing,0.5-1t mixed,paris-1900,GameTeam,BRONZE,3,France,FR,FRA,1,1900
Sailing,10-20t mixed,paris-1900,GameTeam,GOLD,1,France,FR,FRA,1,1900
Sailing,10-20t mixed,paris-1900,GameTeam,SILVER,2,France,FR,FRA,1,1900
Sailing,10-20t mixed,paris-1900,GameTeam,BRONZE,3,Great Britain,GB,GBR,1,1900
Sailing,1-2 Ton Race One Open,paris-1900,GameTeam,GOLD,1,Switzerland,CH,SUI,1,1900
Sailing,1-2 Ton Race One Open,paris-1900,GameTeam,SILVER,2,France,FR,FRA,1,1900
Sailing,1-2 Ton Race One Open,paris-1900,GameTeam,BRONZE,3,France,FR,FRA,1,1900
Sailing,open class mixed,paris-1900,GameTeam,GOLD,1,Great Britain,GB,GBR,1,1900
Sailing,open class mixed,paris-1900,GameTeam,SILVER,2,Germany,DE,GER,1,1900
Sailing,open class mixed,paris-1900,GameTeam,BRONZE,3,France,FR,FRA,1,1900
Sailing,1-2t mixed,paris-1900,GameTeam,GOLD,1,Germany,DE,GER,1,1900
Sailing,1-2t mixed,paris-1900,GameTeam,SILVER,2,Switzerland,CH,SUI,1,1900
Sailing,1-2t mixed,paris-1900,GameTeam,BRONZE,3,France,FR,FRA,1,1900
Sailing,"0.5t mixed, race one",paris-1900,GameTeam,GOLD,1,France,FR,FRA,1,1900
Sailing,"0.5t mixed, race one",paris-1900,GameTeam,SILVER,2,France,FR,FRA,1,1900
Sailing,"0.5t mixed, race one",paris-1900,GameTeam,BRONZE,3,France,FR,FRA,1,1900
Sailing,2-3 Ton Race Two Open,paris-1900,GameTeam,GOLD,1,MIX,,MIX,1,1900
Sailing,2-3 Ton Race Two Open,paris-1900,GameTeam,SILVER,2,France,FR,FRA,1,1900
Sailing,2-3 Ton Race Two Open,paris-1900,GameTeam,BRONZE,3,France,FR,FRA,1,1900
Sailing,3-10 Ton Race One Open,paris-1900,GameTeam,GOLD,1,France,FR,FRA,1,1900
Sailing,3-10 Ton Race One Open,paris-1900,GameTeam,SILVER,2,Netherlands,NL,NED,1,1900
Sailing,3-10 Ton Race One Open,paris-1900,GameTeam,BRONZE,3,France,FR,FRA,1,1900
Sailing,"0.5t mixed, race two",paris-1900,GameTeam,GOLD,1,France,FR,FRA,1,1900
Sailing,"0.5t mixed, race two",paris-1900,GameTeam,SILVER,2,France,FR,FRA,1,1900
Sailing,"0.5t mixed, race two",paris-1900,GameTeam,BRONZE,3,France,FR,FRA,1,1900
Sailing,3-10t mixed,paris-1900,GameTeam,GOLD,1,Great Britain,GB,GBR,1,1900
Sailing,3-10t mixed,paris-1900,GameTeam,SILVER,2,France,FR,FRA,1,1900
